aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,buildingAge,isHighFloor,dealYearMonth,dealQuarter,estateAgentSggNmClean,aptAddress,isStationNearby,aptLat,aptLng,area_bin
120,우장산힐스테이트,2005,개인, , ,148000,20,3,2025,중개거래,서울 강서구,101.87,2,657,N,25.04.25,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,90~120
127,"우장산아이파크,이편한세상",2008,개인, , ,127500,21,3,2025,중개거래,서울 강서구,84.97,17,1159,N,25.05.26,11500,개인,화곡동,17,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90
209,가양2단지(성지),1992,개인, , ,74000,18,3,2025,중개거래,서울 강서구,49.65,3,1461,N,25.06.04,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
106,염창1차한화꿈에그린,2005,개인, , ,132000,17,3,2025,중개거래,서울 강서구,84.93,20,281-22,N,25.06.30,11500,개인,염창동,20,1,2025-03,1,서울 강서구,서울 강서구 염창동 281-22,1,37.5481830295131,126.873143646461,60~90
101,현대,1993,개인, , ,69400,22,3,2025,중개거래,서울 강서구,84.99,1,793,N,25.06.10,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 793,1,37.5703736330423,126.814306445709,60~90
205,가양2단지(성지),1992,개인, , ,50700,13,3,2025,중개거래,서울 강서구,34.44,9,1461,N,25.05.16,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
103,강서한강자이,2013,개인, , ,153000,5,3,2025,중개거래,서울 강서구,102.9171,15,1500,N,25.05.15,11500,개인,가양동,12,1,2025-03,1,서울 강서구,서울 강서구 가양동 1500,0,37.5664868440078,126.849144523266,90~120
102,염창1차한화꿈에그린,2005,개인, , ,113000,15,3,2025,중개거래,서울 강서구,59.94,11,281-22,N,25.07.15,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 281-22,1,37.5481830295131,126.873143646461,30~60
101,빛고을우방,1999,개인, , ,74500,19,3,2025,중개거래,서울 강서구,59.97,9,448-9,N,25.06.13,11500,개인,가양동,26,0,2025-03,1,서울 강서구,서울 강서구 가양동 448-9,1,37.5601069146431,126.857950252379,30~60
122,"우장산아이파크,이편한세상",2008,개인, , ,137000,13,3,2025,중개거래,서울 강서구,101.65,11,1159,N,25.07.07,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,90~120
205,가양2단지(성지),1992,개인, , ,50900,22,3,2025,중개거래,서울 강서구,34.44,8,1461,N,25.05.26,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
203,대동황토방2,2003,개인, , ,90000,23,3,2025,중개거래,서울 강서구,80.93,7,713,N,25.07.28,11500,개인,등촌동,22,0,2025-03,1,서울 강서구,서울 강서구 등촌동 713,1,37.5551770674789,126.862401758505,60~90
111,"우장산아이파크,이편한세상",2008,개인, , ,125000,13,3,2025,중개거래,서울 강서구,84.97,6,1159,N,25.05.30,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90
2,대림e편한세상,1992,개인, , ,68500,19,3,2025,중개거래,서울 강서구,84.84,6,361-1,N,25.06.02,11500,개인,화곡동,33,0,2025-03,1,서울 강서구,서울 강서구 화곡동 361-1,0,37.5336462319505,126.837356988102,60~90
708,마곡수명산파크7단지,2008,개인, , ,85800,9,3,2025,중개거래,서울 강서구,84.68,8,756,N,25.06.30,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 756,0,37.5481491563284,126.822706623708,60~90
1101동,마곡엠밸리11단지,2016,개인, , ,119500,15,3,2025,중개거래,서울 강서구,59.79,8,746,N,25.05.15,11500,개인,마곡동,9,0,2025-03,1,서울 강서구,서울 강서구 마곡동 746,1,37.5595247359927,126.821123569828,30~60
304,강변,1992,개인, , ,53000,8,3,2025,중개거래,서울 강서구,34.44,12,1475,N,25.04.11,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60
1004,주공10,1995,개인, , ,58000,23,3,2025,중개거래,서울 강서구,37.67,8,702,N,25.05.30,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60
607,가양6단지,1992,개인, , ,85700,3,3,2025,중개거래,서울 강서구,58.65,12,1485,N,25.05.29,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60
106,강변힐스테이트,2005,개인, , ,110000,17,3,2025,중개거래,서울 강서구,84.99,3,299,N,25.04.04,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 299,1,37.5512518819948,126.874542960241,60~90
214,방화그린,1993,개인, , ,41500,1,3,2025,중개거래,서울 강서구,39.76,7,839,N,25.04.30,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60
1001,주공10,1995,개인, , ,75000,1,3,2025,중개거래,서울 강서구,58.14,4,702,N,25.05.23,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60
106,화곡푸르지오,2002,개인, , ,111000,22,3,2025,중개거래,서울 강서구,125.021,3,1091,N,25.06.04,11500,개인,화곡동,23,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1091,0,37.5446220190794,126.831442765438,120~150
 ,신송타워,1997,개인, , ,58000,15,3,2025,중개거래,서울 영등포구,84.96,16,662-3,N,25.05.23,11500,개인,등촌동,28,1,2025-03,1,서울 영등포구,서울 영등포구 등촌동 662-3,0,,,60~90
 ,우장산롯데캐슬,2003,개인, , ,123200,22,3,2025,중개거래,서울 강서구,117.19,4,1145,N, ,11500,개인,화곡동,22,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1145,0,37.5556368030986,126.848318501804,90~120
133,"우장산아이파크,이편한세상",2008,개인, , ,111000,21,3,2025,중개거래,서울 강서구,59.98,16,1159,N,25.05.30,11500,개인,화곡동,17,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60
102,일신건영휴먼빌,2004,개인, , ,77500,22,3,2025,중개거래,서울 강서구,59.984,11,1496,N,25.06.16,11500,개인,가양동,21,0,2025-03,1,서울 강서구,서울 강서구 가양동 1496,1,37.568917121163,126.842201078875,30~60
507,주공5,1995,개인, , ,57000,10,3,2025,중개거래,서울 강서구,37.67,6,695,N,25.06.09,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 695,0,37.5604516606831,126.84486883674,30~60
120,"우장산아이파크,이편한세상",2008,개인, , ,126000,4,3,2025,중개거래,서울 강서구,84.97,11,1159,N,25.04.30,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90
 ,가양6단지,1992,개인,25.04.15,O,83500,4,3,2025,중개거래,서울 강서구,58.65,14,1485,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60
106동,e편한세상염창,2019,개인, , ,145000,15,3,2025,중개거래,서울 강서구,84.9529,18,309,N,25.07.18,11500,개인,염창동,6,1,2025-03,1,서울 강서구,서울 강서구 염창동 309,1,37.5489515385441,126.870778019807,60~90
110,강서힐스테이트,2015,개인, , ,107000,22,3,2025,중개거래,서울 강서구,59.99,1,1165,N,25.04.10,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60
101,이너스내안에,2004,개인, , ,82000,11,3,2025,중개거래,서울 강서구,84.91,13,254-2,N,25.06.13,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,60~90
101,이너스내안에,2004,개인, , ,66300,11,3,2025,중개거래,서울 강서구,59.9,4,254-2,N,25.06.13,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,30~60
 ,마곡태승훼미리아파트,2005,개인, , ,61000,11,3,2025,중개거래,서울 강서구,80.25,7,1454,N,25.06.12,11500,개인,마곡동,20,0,2025-03,1,서울 강서구,서울 강서구 마곡동 1454,1,37.5712848693104,126.819988379217,60~90
 ,가양6단지,1992,개인,25.04.23,O,73500,11,3,2025,중개거래,서울 강서구,49.5,10,1485,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60
303,청솔,1994,개인, , ,55000,11,3,2025,중개거래,서울 강서구,49.2,3,832,N,25.06.12,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 832,1,37.5756309765944,126.812965285254,30~60
 ,강서힐스테이트,2015,개인, , ,108000,16,3,2025,중개거래,서울 강서구,59.99,4,1165,N, ,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60
 ,강서힐스테이트,2015,개인,25.03.28,O,135000,8,3,2025,중개거래,서울 강서구,84.99,9,1165,N, ,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90
에이원아파트,에이원,2005,개인, , ,25800,10,3,2025,중개거래,서울 강서구,49.81,3,392-58,N,25.05.14,11500,개인,화곡동,20,0,2025-03,1,서울 강서구,서울 강서구 화곡동 392-58,1,37.5321947865444,126.849291684469,30~60
113,우장산힐스테이트,2005,개인, , ,137000,13,3,2025,중개거래,서울 강서구,84.98,7,657,N,25.06.09,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,60~90
103,롯데캐슬,2005,개인, , ,128500,3,3,2025,중개거래,서울 강서구,84.9519,10,272-11,N,25.05.09,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 272-11,1,37.5507590570618,126.86835517972,60~90
1202,마곡중앙하이츠아파트,1994,개인, , ,55000,21,3,2025,중개거래,서울 강서구,51.03,7,852,N,25.05.30,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60
204,가양2단지(성지),1992,개인, , ,49000,12,3,2025,중개거래,서울 강서구,34.44,14,1461,N,25.05.23,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
207,가양2단지(성지),1992,개인, , ,71450,8,3,2025,중개거래,서울 강서구,49.56,6,1461,N,25.06.13,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
1204,마곡중앙하이츠아파트,1994,개인, , ,37800,20,3,2025,중개거래,서울 강서구,39.58,10,852,N,25.06.23,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60
215,방화그린,1993,개인, , ,40500,14,3,2025,중개거래,서울 강서구,39.76,12,839,N,25.05.14,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60
204,가양2단지(성지),1992,개인, , ,62000,10,3,2025,중개거래,서울 강서구,39.6,12,1461,N,25.05.08,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
 ,강서힐스테이트,2015,개인, , ,140500,10,3,2025,중개거래,서울 강서구,128.81,4,1165,N, ,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,120~150
107,동신대아,1993,개인, , ,132900,13,3,2025,중개거래,"경기 부천시 원미구, 서울 강서구",134.88,5,1459,N,25.05.20,11500,개인,가양동,32,0,2025-03,1,경기 부천시 원미구,경기 부천시 원미구 가양동 1459,0,,,120~150
 ,가양강나루현대,1999,개인,25.04.28,O,89500,1,3,2025,중개거래,"서울 강서구, 서울 서초구",59.76,11,448-1,N, ,11500,개인,가양동,26,0,2025-03,1,서울 강서구,서울 강서구 가양동 448-1,1,37.5607561619781,126.856971359725,30~60
202,한강동아,1998,개인, , ,79500,8,3,2025,중개거래,서울 강서구,59.97,7,293,N,25.06.20,11500,개인,염창동,27,0,2025-03,1,서울 강서구,서울 강서구 염창동 293,0,37.5539729003829,126.874209750249,30~60
103,삼정그린코아,2001,개인, , ,120000,7,3,2025,중개거래,서울 강서구,114.877,15,282,N,25.04.17,11500,개인,염창동,24,1,2025-03,1,서울 강서구,서울 강서구 염창동 282,1,37.5479652131545,126.874704745545,90~120
516,마곡수명산파크5단지,2008,개인, , ,89700,3,3,2025,중개거래,"서울 강서구, 서울 마포구",59.76,10,749,N,25.05.08,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 749,0,37.5519895481685,126.827067848467,30~60
119,강서힐스테이트,2015,개인, , ,135000,9,3,2025,중개거래,서울 강서구,84.99,15,1165,N,25.05.30,11500,개인,화곡동,10,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90
 ,성재센트리움아파트(343-35),2015,개인, , ,22600,7,3,2025,중개거래,서울 강서구,29.97,9,343-35,N,25.05.26,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 343-35,1,37.531551713971,126.84605623801,~30
502,방화5,1994,개인, , ,40500,4,3,2025,중개거래,"서울 강서구, 서울 마포구",33.18,8,814,N,25.05.23,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 814,1,37.5771889702167,126.810252932489,30~60
105,대림경동아파트,1993,개인, , ,124500,14,3,2025,중개거래,서울 강남구,131.4,2,1474,N,25.05.26,11500,개인,가양동,32,0,2025-03,1,서울 강남구,서울 강남구 가양동 1474,0,,,120~150
 ,"우장산아이파크,이편한세상",2008,개인, , ,127500,11,3,2025,중개거래,서울 강서구,84.97,6,1159,N, ,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90
 ,"우장산아이파크,이편한세상",2008,개인, , ,146000,5,3,2025,중개거래,서울 강서구,114.98,5,1159,N, ,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,90~120
103,우장산힐스테이트,2005,개인, , ,109000,18,3,2025,중개거래,서울 강서구,59.98,8,657,N,25.06.10,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,30~60
2,신동아,1995,개인, , ,67400,6,3,2025,중개거래,서울 강서구,59.82,10,289,N,25.06.04,11500,개인,염창동,30,0,2025-03,1,서울 강서구,서울 강서구 염창동 289,0,37.5551294880285,126.869050974189,30~60
204,가양2단지(성지),1992,개인, , ,50000,15,3,2025,중개거래,서울 강서구,34.69,5,1461,N,25.05.07,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
109,가양강나루현대,1999,개인, , ,100800,8,3,2025,중개거래,서울 강서구,84.98,10,448-1,N,25.07.25,11500,개인,가양동,26,0,2025-03,1,서울 강서구,서울 강서구 가양동 448-1,1,37.5607561619781,126.856971359725,60~90
202,가양2단지(성지),1992,개인, , ,59800,9,3,2025,중개거래,서울 강서구,39.6,13,1461,N,25.05.28,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
102,우성,1992,개인, , ,72000,8,3,2025,중개거래,서울 강서구,77.43,13,630-3,N,25.06.09,11500,개인,등촌동,33,0,2025-03,1,서울 강서구,서울 강서구 등촌동 630-3,1,37.55751251764,126.859701941934,60~90
 ,"우장산아이파크,이편한세상",2008,개인, , ,111000,9,3,2025,중개거래,서울 강서구,59.98,16,1159,N, ,11500,개인,화곡동,17,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60
916동,마곡엠밸리9단지,2021,개인, , ,125000,14,3,2025,중개거래,서울 강서구,59.86,8,744,N,25.06.10,11500,개인,마곡동,4,0,2025-03,1,서울 강서구,서울 강서구 마곡동 744,0,37.5622669688172,126.81920602303,30~60
 ,주공3,1995,개인,25.03.21,O,83000,8,3,2025,중개거래,서울 강서구,58.14,8,688,N, ,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60
213,방화그린,1993,개인, , ,33000,18,3,2025,중개거래,서울 강서구,33.6,2,839,N,25.06.13,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60
105동,e편한세상염창,2019,개인, , ,121000,10,3,2025,중개거래,서울 양천구,59.8873,20,309,N,25.06.23,11500,개인,염창동,6,1,2025-03,1,서울 양천구,서울 양천구 염창동 309,0,,,30~60
207,가양2단지(성지),1992,개인, , ,70000,6,3,2025,중개거래,서울 강서구,49.56,12,1461,N,25.05.20,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
107,부영,1994,개인, , ,90500,5,3,2025,중개거래,서울 강서구,80.64,11,691-3,N,25.06.24,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 691-3,0,37.5635578457422,126.843641011129,60~90
309,주공3,1995,개인, , ,80500,4,3,2025,중개거래,서울 강서구,58.14,10,688,N,25.04.30,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60
148,화곡푸르지오,2002,개인, , ,104500,17,3,2025,중개거래,서울 강서구,84.914,10,1091,N,25.05.16,11500,개인,화곡동,23,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1091,0,37.5446220190794,126.831442765438,60~90
 ,마곡엠밸리10단지,2016,개인,25.04.25,O,136000,14,3,2025,중개거래,서울 강서구,84.89,10,747,N, ,11500,개인,마곡동,9,0,2025-03,1,서울 강서구,서울 강서구 마곡동 747,1,37.5592884593333,126.81932504091,60~90
1303동,마곡13단지힐스테이트마스터,2017,개인, , ,146000,8,3,2025,중개거래,"서울 강서구, 서울 용산구",84.9805,7,748,N,25.06.12,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 748,0,37.5577905837789,126.818287997332,60~90
105,가양강나루현대,1999,개인, , ,89000,3,3,2025,중개거래,서울 강서구,59.76,18,448-1,N,25.06.23,11500,개인,가양동,26,1,2025-03,1,서울 강서구,서울 강서구 가양동 448-1,1,37.5607561619781,126.856971359725,30~60
 ,향교,2003,개인, , ,30000,18,3,2025,중개거래,서울 강서구,53.34,6,251-5,N, ,11500,개인,가양동,22,0,2025-03,1,서울 강서구,서울 강서구 가양동 251-5,1,37.5708946796857,126.840099713018,30~60
101,현대,1995,개인, , ,45000,5,3,2025,직거래, ,84.62,2,655-27,N,25.06.11,11500,개인,등촌동,30,0,2025-03,1, ,  등촌동 655-27,0,37.5559044424097,126.855316749688,60~90
 ,등촌동아이파크,2004,개인,25.06.04,O,123000,10,3,2025,중개거래,서울 강서구,134.8836,9,715,N, ,11500,개인,등촌동,21,0,2025-03,1,서울 강서구,서울 강서구 등촌동 715,0,37.5439005769284,126.859981715413,120~150
 ,찬누리,2016,개인, , ,23000,17,3,2025,중개거래,서울 강서구,29.93,8,916-11,N,25.03.26,11500,개인,화곡동,9,0,2025-03,1,서울 강서구,서울 강서구 화곡동 916-11,1,37.5298311770808,126.84312257529,~30
 ,가양2단지(성지),1992,개인,25.03.19,O,49000,7,3,2025,중개거래,서울 강서구,34.44,14,1461,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
120,등촌동아이파크,2004,개인, , ,102500,6,3,2025,중개거래,서울 강서구,84.9958,19,715,N,25.07.28,11500,개인,등촌동,21,1,2025-03,1,서울 강서구,서울 강서구 등촌동 715,0,37.5439005769284,126.859981715413,60~90
1,NS파크APT,2018,개인, , ,26000,14,3,2025,중개거래,서울 강서구,28.91,4,1076-9,N,25.06.12,11500,개인,화곡동,7,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1076-9,1,37.5409500349642,126.841689303276,~30
503,주공5,1995,개인, , ,75500,17,3,2025,중개거래,서울 강서구,58.14,14,695,N,25.06.27,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 695,0,37.5604516606831,126.84486883674,30~60
 ,등촌동아이파크,2004,개인, , ,98000,10,3,2025,중개거래,"서울 강서구, 서울 양천구",84.9958,10,715,N, ,11500,개인,등촌동,21,0,2025-03,1,서울 강서구,서울 강서구 등촌동 715,0,37.5439005769284,126.859981715413,60~90
312,강변,1992,개인, , ,80000,5,3,2025,중개거래,"서울 강서구, 서울 양천구",49.5,13,1475,N,25.06.20,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60
103동,e편한세상염창,2019,개인, , ,125000,14,3,2025,중개거래,"서울 강서구, 서울 양천구",59.9812,11,309,N,25.06.30,11500,개인,염창동,6,0,2025-03,1,서울 강서구,서울 강서구 염창동 309,1,37.5489515385441,126.870778019807,30~60
111,강서힐스테이트,2015,개인, , ,137000,8,3,2025,중개거래,서울 강서구,84.99,14,1165,N,25.06.13,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90
 ,찬누리,2016,개인, , ,21400,8,3,2025,중개거래,서울 강서구,27.37,9,916-11,N,25.04.15,11500,개인,화곡동,9,0,2025-03,1,서울 강서구,서울 강서구 화곡동 916-11,1,37.5298311770808,126.84312257529,~30
125,"우장산아이파크,이편한세상",2008,개인, , ,123000,14,3,2025,중개거래,서울 강서구,84.97,5,1159,N,25.06.27,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90
