aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,buildingAge,isHighFloor,dealYearMonth,dealQuarter,estateAgentSggNmClean,aptAddress,isStationNearby,aptLat,aptLng,area_bin,nearestElementaryDistance,nearestElementaryName,nearestMiddleDistance,nearestMiddleName,isSchoolPremium
102,강서쌍용예가,2014,개인, , ,89000,5,3,2025,중개거래,"서울 강서구, 서울 구로구",59.9194,5,308,N,25.05.02,11500,개인,염창동,11,0,2025-03,1,서울 강서구,서울 강서구 염창동 308,0,37.5554016793389,126.866556386664,30~60,258.47489868972553,서울염창초등학교,363.9018617687139,염경중학교,True
302,강변,1992,개인, , ,53600,24,3,2025,중개거래,서울 강서구,34.44,15,1475,N,25.06.19,11500,개인,가양동,33,1,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60,336.3626633132198,서울탑산초등학교,478.4224789287357,경서중학교,True
101,마곡서광(치현마을),1998,개인, , ,54500,27,3,2025,중개거래,서울 강서구,59.67,9,860,N,25.05.22,11500,개인,방화동,27,0,2025-03,1,서울 강서구,서울 강서구 방화동 860,0,37.5793097745828,126.819298295646,30~60,262.8226450504714,서울정곡초등학교,825.1852543913384,삼정중학교,True
101,이너스내안에,2004,개인, , ,78000,31,3,2025,중개거래,서울 강서구,84.91,1,254-2,N,25.06.27,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,60~90,386.643819037264,서울염동초등학교,566.2434352404272,염창중학교,True
101,방신서광,2003,개인, , ,67500,5,3,2025,중개거래,서울 강서구,84.3819,2,871,N,25.05.19,11500,개인,방화동,22,0,2025-03,1,서울 강서구,서울 강서구 방화동 871,1,37.5720215579008,126.81068023575,60~90,463.244399194634,서울방화초등학교,466.2769077530663,방원중학교,True
103,가양우성,1990,개인, , ,93000,30,3,2025,중개거래,서울 강서구,84.87,4,14-3,N,25.06.12,11500,개인,가양동,35,0,2025-03,1,서울 강서구,서울 강서구 가양동 14-3,1,37.5622291386486,126.854195547538,60~90,162.62693907420328,유석초등학교,271.14778593085833,마포중학교,True
505,주공5,1995,개인, , ,77900,17,3,2025,중개거래,서울 강서구,58.14,9,695,N,25.06.20,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 695,0,37.5604516606831,126.84486883674,30~60,225.1309535308755,서울등명초등학교,141.19359205432525,등명중학교,True
102,가양우성,1990,개인, , ,91000,14,3,2025,중개거래,서울 강서구,84.85,13,14-3,N,25.07.23,11500,개인,가양동,35,0,2025-03,1,서울 강서구,서울 강서구 가양동 14-3,1,37.5622291386486,126.854195547538,60~90,162.62693907420328,유석초등학교,271.14778593085833,마포중학교,True
 ,신송타워,1997,개인, , ,51500,29,3,2025,중개거래,서울 강서구,59.97,7,662-3,N,25.05.29,11500,개인,등촌동,28,0,2025-03,1,서울 강서구,서울 강서구 등촌동 662-3,0,37.5584659129699,126.847813313401,30~60,249.1816641149106,서울등원초등학교,380.5856975337212,등원중학교,True
107,동성,1993,개인, , ,75000,28,3,2025,중개거래,서울 강서구,76.8,11,817,N,25.04.21,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 817,1,37.579602932122,126.812182127338,60~90,179.8431050515093,서울삼정초등학교,251.0815424434673,삼정중학교,True
135,강서힐스테이트,2015,개인, , ,133500,29,3,2025,중개거래,서울 강서구,84.99,13,1165,N,25.07.03,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
101,부영,1994,개인, , ,89400,27,3,2025,중개거래,서울 강서구,80.64,11,691-3,N,25.06.26,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 691-3,0,37.5635578457422,126.843641011129,60~90,183.1686202822346,서울등양초등학교,374.60385491517957,등명중학교,True
 ,스위트드림아파트,2019,개인,25.05.13,O,43000,29,3,2025,중개거래,서울 강서구,49.53,4,1168,N, ,11500,법인,화곡동,6,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1168,1,37.5439270920666,126.836189632424,30~60,489.4465812187484,서울신월초등학교,586.5554541023882,화곡중학교,True
 ,벽산,1999,개인, , ,72000,18,3,2025,중개거래,서울 강서구,59.98,16,429,N, ,11500,개인,마곡동,26,1,2025-03,1,서울 강서구,서울 강서구 마곡동 429,0,37.5757346149338,126.837836153319,30~60,633.7180281728191,서울양천초등학교,962.0293566404546,성재중학교,False
 ,성재센트리움아파트,2017,개인, , ,23500,25,3,2025,중개거래,서울 강서구,29.75,6,143-11,N, ,11500,개인,화곡동,8,0,2025-03,1,서울 강서구,서울 강서구 화곡동 143-11,1,37.5412863640374,126.841880723977,~30,237.45662842642216,서울신월초등학교,564.9260231772089,화원중학교,True
506,방화5,1994,개인, , ,40000,31,3,2025,중개거래,서울 강서구,33.18,6,814,N,25.06.30,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 814,1,37.5771889702167,126.810252932489,30~60,369.0356671231582,서울삼정초등학교,241.13975698166942,방원중학교,True
615,가양6단지,1992,개인, , ,61500,22,3,2025,중개거래,서울 강서구,39.6,6,1485,N,25.06.20,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
205,가양2단지(성지),1992,개인, , ,50000,25,3,2025,중개거래,서울 강서구,34.44,6,1461,N,25.06.30,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
 ,서부인터빌아파트,2002,개인, , ,59700,29,3,2025,중개거래,서울 강서구,84.1439,7,1074-18,N,25.06.25,11500,개인,화곡동,23,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1074-18,1,37.5409680962898,126.839450904964,60~90,66.88046296162535,서울신월초등학교,589.0301192751439,화원중학교,True
712,마곡엠밸리7단지,2014,개인, , ,201000,26,3,2025,중개거래,서울 강서구,114.86,14,743-4,N,25.06.20,11500,개인,마곡동,11,0,2025-03,1,서울 강서구,서울 강서구 마곡동 743-4,1,37.5648812125749,126.823376663134,90~120,268.9169831745912,서울공항초등학교,394.0812278889057,마곡중학교,True
 ,방화5,1994,개인, , ,40800,26,3,2025,중개거래,서울 강서구,33.18,11,814,N, ,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 814,1,37.5771889702167,126.810252932489,30~60,369.0356671231582,서울삼정초등학교,241.13975698166942,방원중학교,True
 ,동성,1993,개인,25.03.28,O,60000,27,3,2025,중개거래,서울 강서구,64.65,1,817,N, ,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 817,1,37.579602932122,126.812182127338,60~90,179.8431050515093,서울삼정초등학교,251.0815424434673,삼정중학교,True
107,가양강나루현대,1999,개인, , ,80000,22,3,2025,중개거래,서울 강서구,59.76,2,448-1,N,25.06.18,11500,개인,가양동,26,0,2025-03,1,서울 강서구,서울 강서구 가양동 448-1,1,37.5607561619781,126.856971359725,30~60,212.2597732587823,서울가양초등학교,88.37319482365415,경서중학교,True
 ,태승훼미리아파트5차,2010,개인, , ,61000,21,3,2025,중개거래,서울 강서구,61.14,4,714-4,N,25.07.10,11500,개인,내발산동,15,0,2025-03,1,서울 강서구,서울 강서구 내발산동 714-4,1,37.5477792038904,126.832899062812,60~90,322.93856093003444,서울발산초등학교,72.91932466600016,화곡중학교,True
 ,청솔,1994,개인, , ,54700,27,3,2025,중개거래,서울 강서구,49.2,12,832,N, ,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 832,1,37.5756309765944,126.812965285254,30~60,151.84318398546318,서울치현초등학교,419.3136610500135,방원중학교,True
103,성원,2001,개인, , ,122000,29,3,2025,중개거래,서울 강서구,114.12,9,295,N,25.07.04,11500,개인,염창동,24,0,2025-03,1,서울 강서구,서울 강서구 염창동 295,0,37.5555795293289,126.872085952226,90~120,100.95379597753292,서울염경초등학교,149.03511647488037,염창중학교,True
105,동아,1998,개인, , ,73000,27,3,2025,중개거래,서울 강서구,59.97,5,292,N,25.06.05,11500,개인,염창동,27,0,2025-03,1,서울 강서구,서울 강서구 염창동 292,0,37.5548515573392,126.873119215493,30~60,169.9799991587526,서울염경초등학교,137.64540825578183,염창중학교,True
305,강변,1992,개인, , ,57000,15,3,2025,중개거래,서울 강서구,39.6,3,1475,N,25.06.19,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60,336.3626633132198,서울탑산초등학교,478.4224789287357,경서중학교,True
101,동부센트레빌,2003,개인, , ,67000,25,3,2025,중개거래,서울 강서구,59.97,6,870,N,25.06.19,11500,개인,방화동,22,0,2025-03,1,서울 강서구,서울 강서구 방화동 870,1,37.5732659649631,126.806100290213,30~60,144.21811201682692,서울개화초등학교,332.25026137743566,방원중학교,True
1305동,마곡13단지힐스테이트마스터,2017,개인, , ,116000,20,3,2025,중개거래,서울 강서구,59.9825,1,748,N,25.06.09,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 748,0,37.5577905837789,126.818287997332,30~60,399.2360025388204,서울공진초등학교,241.93127117723031,마곡하늬중학교,True
502,마곡엠밸리5단지,2014,개인, , ,131500,10,3,2025,중개거래,서울 강서구,84.92,2,740,N,25.05.30,11500,개인,마곡동,11,0,2025-03,1,서울 강서구,서울 강서구 마곡동 740,1,37.565844277528,126.817856201995,60~90,256.4357192581397,서울송화초등학교,391.22318790284754,마곡중학교,True
202,가양2단지(성지),1992,개인, , ,55500,29,3,2025,중개거래,서울 강서구,39.6,1,1461,N,25.06.30,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
101,강서월드메르디앙,2006,개인, , ,82800,22,3,2025,중개거래,서울 강서구,84.8945,3,659-1,N,25.06.26,11500,개인,내발산동,19,0,2025-03,1,서울 강서구,서울 강서구 내발산동 659-1,0,37.556864954614,126.843013179215,60~90,450.6874928593085,서울등명초등학교,370.305672173017,등명중학교,True
102,삼정그린코아,2001,개인, , ,111300,22,3,2025,중개거래,서울 강서구,84.358,5,282,N,25.07.04,11500,개인,염창동,24,0,2025-03,1,서울 강서구,서울 강서구 염창동 282,1,37.5479652131545,126.874704745545,60~90,481.0061788602296,서울양화초등학교,531.0029849922167,양동중학교,True
102,서광등촌마을아파트,1999,개인, , ,74000,24,3,2025,중개거래,서울 강서구,59.67,11,638,N,25.05.16,11500,개인,등촌동,26,0,2025-03,1,서울 강서구,서울 강서구 등촌동 638,1,37.5578771499458,126.857444510012,30~60,458.5100394958457,유석초등학교,374.5075131584383,경서중학교,True
308,동아3,1999,개인, , ,91500,29,3,2025,중개거래,서울 강서구,59.7,17,258-1,N,25.07.07,11500,개인,염창동,26,1,2025-03,1,서울 강서구,서울 강서구 염창동 258-1,1,37.5501995704814,126.877425235008,30~60,495.30927108220317,서울염동초등학교,674.7036726064418,염창중학교,True
139,"우장산아이파크,이편한세상",2008,개인, , ,106000,19,3,2025,중개거래,서울 강서구,59.98,7,1159,N,25.05.09,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
 ,마곡수명산파크4단지,2008,개인,25.06.14,O,90000,19,3,2025,중개거래,서울 강서구,59.84,10,753,N, ,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 753,0,37.5512348671569,126.823351155728,30~60,176.9456436477628,서울수명초등학교,302.64821743453786,수명중학교,True
 ,요산페어뷰,2013,개인,25.04.18,O,45000,6,3,2025,중개거래,서울 강서구,73.8,2,377-21,N, ,11500,개인,화곡동,12,0,2025-03,1,서울 강서구,서울 강서구 화곡동 377-21,0,37.5372146687228,126.835554973928,60~90,254.94513042599058,서울월정초등학교,616.2580906788146,화원중학교,True
 ,강변한솔솔파크,2005,개인,25.05.14,O,107000,25,3,2025,중개거래,서울 강서구,84.97,23,300,N, ,11500,개인,염창동,20,1,2025-03,1,서울 강서구,서울 강서구 염창동 300,0,37.5566842439508,126.866552401948,60~90,394.81737002060237,서울염창초등학교,424.5347607788511,염경중학교,True
109,우장산힐스테이트,2005,개인, , ,113000,15,3,2025,중개거래,서울 강서구,59.98,5,657,N,25.06.05,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,30~60,261.1734725460745,서울가곡초등학교,516.4734888668168,명덕여자중학교,True
204,가양2단지(성지),1992,개인, , ,50700,15,3,2025,중개거래,서울 강서구,34.44,8,1461,N,25.06.27,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
1306동,마곡13단지힐스테이트마스터,2017,법인, , ,149000,22,3,2025,중개거래,서울 강서구,84.9805,13,748,N,25.06.12,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 748,0,37.5577905837789,126.818287997332,60~90,399.2360025388204,서울공진초등학교,241.93127117723031,마곡하늬중학교,True
 ,삼성한아름,1993,개인, , ,76500,24,3,2025,중개거래,서울 강서구,84.89,3,264-27,N,25.06.30,11500,개인,염창동,32,0,2025-03,1,서울 강서구,서울 강서구 염창동 264-27,1,37.5500695849946,126.871602195238,60~90,234.38247667428897,서울염동초등학교,317.22044416390634,양동중학교,True
1204,마곡중앙하이츠아파트,1994,개인, , ,41700,19,3,2025,중개거래,서울 강서구,39.58,6,852,N,25.06.24,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60,143.78986924607477,서울방화초등학교,608.4979060973445,방화중학교,True
803,"등촌7,8단지주공아파트",1994,개인, , ,60200,31,3,2025,중개거래,서울 강서구,41.85,12,707,N,25.06.30,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 707,1,37.56080406349,126.851687961989,30~60,180.41095686164485,서울등원초등학교,119.2944809176538,등원중학교,True
301,동아3,1999,개인, , ,83800,21,3,2025,중개거래,서울 강서구,59.7,11,258-1,N,25.06.25,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 258-1,1,37.5501995704814,126.877425235008,30~60,495.30927108220317,서울염동초등학교,674.7036726064418,염창중학교,True
802,마곡엠밸리8단지,2016,개인, , ,138500,26,3,2025,중개거래,서울 강서구,84.89,12,741,N,25.06.30,11500,개인,마곡동,9,0,2025-03,1,서울 강서구,서울 강서구 마곡동 741,1,37.5639536123299,126.819605455478,60~90,166.40561148486333,서울공항초등학교,467.5186185332145,공항중학교,True
103,태영,1998,개인, , ,60000,23,3,2025,중개거래,서울 강서구,59.97,1,632-2,N,25.06.18,11500,개인,등촌동,27,0,2025-03,1,서울 강서구,서울 강서구 등촌동 632-2,1,37.5557025027625,126.864090588329,30~60,271.3871084474089,서울백석초등학교,559.7876961441729,등촌중학교,True
 ,남광아파트,2017,개인, , ,23500,29,3,2025,중개거래,서울 강서구,32.07,6,920-15,N,25.07.21,11500,개인,화곡동,8,0,2025-03,1,서울 강서구,서울 강서구 화곡동 920-15,1,37.5300165416132,126.841591586187,30~60,466.87737898066445,서울신강초등학교,691.676727557795,화원중학교,True
 ,미주,1988,개인, , ,20000,31,3,2025,중개거래,서울 강서구,48.3,4,474-1,N,25.04.09,11500,개인,화곡동,37,0,2025-03,1,서울 강서구,서울 강서구 화곡동 474-1,0,37.5374604065672,126.855266741248,30~60,192.98106775441283,서울신곡초등학교,198.7205876985275,신정여자중학교,True
103,강서힐스테이트,2015,개인, , ,148000,14,3,2025,중개거래,서울 강서구,128.81,17,1165,N,25.05.09,11500,개인,화곡동,10,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,120~150,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
305,주공3,1995,개인, , ,85000,22,3,2025,중개거래,서울 강서구,58.14,4,688,N,25.06.30,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60,139.5977986133136,서울등명초등학교,251.74681000774885,등명중학교,True
135,"우장산아이파크,이편한세상",2008,개인, , ,137000,14,3,2025,중개거래,서울 강서구,114.98,2,1159,N,25.06.26,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,90~120,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
202,강서센트레빌3차(894-0),2009,개인, , ,94500,6,3,2025,직거래, ,84.4,6,894,N,25.04.03,11500,개인,방화동,16,0,2025-03,1, ,  방화동 894,1,37.5712478353642,126.816127880729,60~90,382.7579977022052,서울송화초등학교,581.4486024958335,마곡중학교,True
 ,주공10,1995,개인, , ,58500,24,3,2025,중개거래,서울 강서구,37.67,10,702,N, ,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60,121.73856524649224,서울등현초등학교,421.7832926307768,등원중학교,True
2002,롯데2,2003,개인, , ,81000,26,3,2025,중개거래,서울 강서구,84.708,1,729,N,25.06.26,11500,개인,내발산동,22,0,2025-03,1,서울 강서구,서울 강서구 내발산동 729,0,37.5546639253865,126.842754105531,60~90,583.6359284419594,서울내발산초등학교,615.6215181193677,등명중학교,False
1201,마곡중앙하이츠아파트,1994,개인, , ,39000,15,3,2025,중개거래,서울 강서구,39.58,8,852,N,25.05.09,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60,143.78986924607477,서울방화초등학교,608.4979060973445,방화중학교,True
102,극동상록수,1999,개인, , ,95500,22,3,2025,중개거래,서울 강서구,84.96,11,280,N,25.06.16,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 280,1,37.5489294807352,126.872117460239,60~90,351.9930294737423,서울염동초등학교,306.8513027412583,양동중학교,True
104,동부센트레빌,2003,개인, , ,64000,31,3,2025,중개거래,"서울 강서구, 서울 마포구",59.97,12,870,N,25.06.24,11500,개인,방화동,22,0,2025-03,1,서울 강서구,서울 강서구 방화동 870,1,37.5732659649631,126.806100290213,30~60,144.21811201682692,서울개화초등학교,332.25026137743566,방원중학교,True
101,극동,2000,개인, , ,76000,18,3,2025,중개거래,서울 강서구,59.9,17,246-23,N,25.05.02,11500,개인,염창동,25,1,2025-03,1,서울 강서구,서울 강서구 염창동 246-23,0,37.5529480482854,126.871230814305,30~60,136.9332714545333,서울염동초등학교,153.02689713867844,염창중학교,True
505,방화5,1994,개인, , ,47000,20,3,2025,중개거래,서울 강서구,39.6,8,814,N,25.07.10,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 814,1,37.5771889702167,126.810252932489,30~60,369.0356671231582,서울삼정초등학교,241.13975698166942,방원중학교,True
301,주공3,1995,개인, , ,80000,17,3,2025,중개거래,서울 강서구,58.14,11,688,N,25.06.20,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60,139.5977986133136,서울등명초등학교,251.74681000774885,등명중학교,True
307,마곡수명산파크3단지,2007,개인, , ,103500,12,3,2025,중개거래,서울 강서구,84.96,8,751,N,25.06.02,11500,개인,내발산동,18,0,2025-03,1,서울 강서구,서울 강서구 내발산동 751,0,37.5528192530167,126.824912207374,60~90,91.4065826959942,서울수명초등학교,477.9255293027758,수명중학교,True
303,청솔,1994,개인, , ,43800,31,3,2025,중개거래,서울 강서구,39.36,13,832,N,25.05.20,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 832,1,37.5756309765944,126.812965285254,30~60,151.84318398546318,서울치현초등학교,419.3136610500135,방원중학교,True
102,방신서광,2003,개인, , ,81000,22,3,2025,중개거래,서울 강서구,113.3376,5,871,N,25.06.02,11500,개인,방화동,22,0,2025-03,1,서울 강서구,서울 강서구 방화동 871,1,37.5720215579008,126.81068023575,90~120,463.244399194634,서울방화초등학교,466.2769077530663,방원중학교,True
137,"우장산아이파크,이편한세상",2008,개인, , ,109800,21,3,2025,중개거래,서울 강서구,59.98,11,1159,N,25.07.15,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
104,마곡힐스테이트,2017,개인, , ,140500,20,3,2025,중개거래,서울 강서구,84.92,2,725-1,N,25.05.20,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 725-1,1,37.5640310805877,126.817833791526,60~90,313.4886652066648,서울공항초등학교,337.4586862356117,공항중학교,True
101,현대,1995,개인, , ,71500,31,3,2025,중개거래,서울 강서구,84.47,12,655-27,N,25.07.09,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 655-27,0,37.5559044424097,126.855316749688,60~90,446.85645401571355,서울등서초등학교,506.3212780158164,마포중학교,True
102,"우장산아이파크,이편한세상",2008,개인, , ,125000,22,3,2025,중개거래,서울 강서구,84.97,19,1159,N,25.06.05,11500,개인,화곡동,17,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
 ,초록,1998,개인,25.04.29,O,70000,26,3,2025,중개거래,서울 강서구,59.34,4,1139,N, ,11500,개인,화곡동,27,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1139,1,37.545684414842,126.833623087174,30~60,531.6052700542137,서울강신초등학교,314.05879144888075,화곡중학교,True
508,주공5,1995,개인, , ,50000,28,3,2025,직거래, ,37.67,2,695,N,25.07.03,11500,개인,등촌동,30,0,2025-03,1, ,  등촌동 695,0,37.5604516606831,126.84486883674,30~60,225.1309535308755,서울등명초등학교,141.19359205432525,등명중학교,True
101,강서한강월드메르디앙,2006,개인, , ,99000,12,3,2025,중개거래,서울 강서구,84.9,7,1462,N,25.05.23,11500,개인,가양동,19,0,2025-03,1,서울 강서구,서울 강서구 가양동 1462,1,37.5698507539742,126.844048489743,60~90,400.0792322620187,서울양천초등학교,125.88095557794071,성재중학교,True
